Description,Value
"[distributeJob] MySQL connection established.",1.178914
"[distributeJob] MySQL connection established.",1.342227
"[distributeJob] MySQL connection established.",1.276875
"[distributeJob] MySQL connection established.",1.105414
"[distributeJob] MySQL connection established.",1.358887
"[distributeJob] MySQL connection established.",1.128891
"[distributeJob] MySQL connection established.",1.087852
"[distributeJob] MySQL connection established.",1.426352
"[distributeJob] MySQL connection established.",1.590449
"[distributeJob] MySQL connection established.",1.333152
"[distributeJob] MySQL connection established.",1.148891
"[distributeJob] MySQL connection established.",1.144559
"[distributeJob] MySQL connection established.",1.224262
"[distributeJob] MySQL connection established.",1.131883
"[distributeJob] MySQL connection established.",1.170477
"[distributeJob] MySQL connection established.",1.523750
"[distributeJob] MySQL connection established.",1.247516
"[distributeJob] MySQL connection established.",1.748453
"[distributeJob] MySQL connection established.",1.034559
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.625492
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.766215
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.753707
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.710187
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",4.266977
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.675520
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.924363
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.693430
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.928777
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.725648
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.777930
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.722984
