Description,Value
"[distributeJob] MySQL connection established.",0.853000
"[distributeJob] MySQL connection established.",0.789375
"[distributeJob] MySQL connection established.",0.986250
"[distributeJob] MySQL connection established.",0.882375
"[distributeJob] MySQL connection established.",0.858750
"[distributeJob] MySQL connection established.",1.030750
"[distributeJob] MySQL connection established.",0.902875
"[distributeJob] MySQL connection established.",0.972750
"[distributeJob] MySQL connection established.",1.071500
"[distributeJob] MySQL connection established.",0.833250
"[distributeJob] MySQL connection established.",1.012000
"[distributeJob] MySQL connection established.",0.862375
"[distributeJob] MySQL connection established.",1.001000
"[distributeJob] MySQL connection established.",0.915750
"[distributeJob] MySQL connection established.",0.821375
"[distributeJob] MySQL connection established.",0.957875
"[distributeJob] MySQL connection established.",0.990875
"[distributeJob] MySQL connection established.",1.108750
"[distributeJob] MySQL connection established.",0.876000
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.572625
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",3.325750
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.783250
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.458750
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.617125
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.930250
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.193125
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.625625
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",8.707000
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",20.971125
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",11.214750
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.979125
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.287000
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.347375
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",33.320125
