Description,Value
"[distributeJob] MySQL connection established.",0.885125
"[distributeJob] MySQL connection established.",0.771156
"[distributeJob] MySQL connection established.",0.891312
"[distributeJob] MySQL connection established.",0.810563
"[distributeJob] MySQL connection established.",0.855219
"[distributeJob] MySQL connection established.",0.808219
"[distributeJob] MySQL connection established.",0.861531
"[distributeJob] MySQL connection established.",0.827875
"[distributeJob] MySQL connection established.",0.884437
"[distributeJob] MySQL connection established.",0.814781
"[distributeJob] MySQL connection established.",0.856187
"[distributeJob] MySQL connection established.",0.837156
"[distributeJob] MySQL connection established.",0.783750
"[distributeJob] MySQL connection established.",0.802813
"[distributeJob] MySQL connection established.",0.837156
"[distributeJob] MySQL connection established.",0.763219
"[distributeJob] MySQL connection established.",0.801844
"[distributeJob] MySQL connection established.",0.804344
"[distributeJob] MySQL connection established.",0.749250
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",3.235156
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.708063
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",4.630469
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",5.521312
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.658406
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",9.926531
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.751156
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.079219
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.368187
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.968781
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",3.266500
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.231188
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.810812
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.076625
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",24.483781
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.381656
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.012969
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.681906
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.896281
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.286875
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.280500
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.290594
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.292656
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.262625
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.294281
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.275938
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.307969
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.282062
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.279969
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.286750
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.304438
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.270438
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.315125
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.261438
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.267563
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.269125
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.272219
"[distributeJob] UPDATE_MATRIX_STATUS /",0.239656
"[distributeJob] UPDATE_MATRIX_STATUS /",0.242875
"[distributeJob] UPDATE_MATRIX_STATUS /",0.248375
"[distributeJob] UPDATE_MATRIX_STATUS /",2.060813
"[distributeJob] UPDATE_MATRIX_STATUS /",0.245594
"[distributeJob] UPDATE_MATRIX_STATUS /",2.848594
"[distributeJob] UPDATE_MATRIX_STATUS /",0.260375
"[distributeJob] UPDATE_MATRIX_STATUS /",0.241344
"[distributeJob] UPDATE_MATRIX_STATUS /",0.252781
"[distributeJob] UPDATE_MATRIX_STATUS /",0.248438
"[distributeJob] UPDATE_MATRIX_STATUS /",0.238844
"[distributeJob] UPDATE_MATRIX_STATUS /",0.254688
"[distributeJob] UPDATE_MATRIX_STATUS /",0.252250
"[distributeJob] UPDATE_MATRIX_STATUS /",0.251781
"[distributeJob] UPDATE_MATRIX_STATUS /",3.222000
"[distributeJob] UPDATE_MATRIX_STATUS /",0.226094
"[distributeJob] UPDATE_MATRIX_STATUS /",0.250813
"[distributeJob] UPDATE_MATRIX_STATUS /",0.249438
"[distributeJob] UPDATE_MATRIX_STATUS /",0.230375
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.217000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.115000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.193000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.164500
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.112000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.283000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.269000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.207000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.209000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.228000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.214000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.190000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.211000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.182000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.112000
